advertised_in_this_codex_session,skill,family,verdict,use,reason,path,resolved_path,lines,sha256
True,accessibility,agents,Revise,Core,"Keep the capability. Correct large-text contrast thresholds from 18px/14px bold to 18pt/14pt bold, approximately 24px/18.67px. Keep keyboard and assistive-technology verification.",/Users/wulymammoth/.agents/skills/accessibility/SKILL.md,/Users/wulymammoth/.agents/skills/accessibility/SKILL.md,440,65021e9ccab70165539db82070257d4e2e2c7d7b0f857825299da2e4a7a8704c
True,gsd-resume-work,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-resume-work/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-resume-work/SKILL.md,41,850dbefe2448d950261b09e0c1b109a58a15b7280d02a4a5bccf7bec5272de53
True,gsd-review,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-review/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-review/SKILL.md,41,954c238a02562bca99f745f23ba98712eeca527cb830bb1e1ffa029a5eec2b0f
True,gsd-review-backlog,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-review-backlog/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-review-backlog/SKILL.md,63,a6aaf48696fa4ad63edc5a923876a9e6f20306ebb68efcda26a8637715c6812a
True,gsd-roadmapper,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/agents/roadmapper/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/agents/roadmapper/SKILL.md,540,43aaf8686b4e6106e4ebe6aefce9569d7a1f02071a76f9cf0097c281a5280b88
True,gsd-scan,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-scan/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-scan/SKILL.md,27,9491b31529dca0e05b5d729623504e5b6adecfe032d6920fb8041fe6eae86885
True,gsd-secure-phase,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-secure-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-secure-phase/SKILL.md,36,d88c63c60af95267c1eb9b7b8917efe8f7d3b8a83d9bb5d985b8ab83d421c468
True,gsd-session-report,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-session-report/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-session-report/SKILL.md,20,fd93d749cf8c031174df3107c7a78f06aeba7508454a9eea2b71026bf7e73939
True,gsd-set-profile,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-set-profile/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-set-profile/SKILL.md,12,b3f26259c99479d7448cd0571922f0e08c453ac83b366c70f79b37865428b4d1
True,gsd-settings,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-settings/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-settings/SKILL.md,37,2916d6e68d3fb02956626713f311a4700e7c7ca17c2a6d5466ae848ad0ecae28
True,gsd-ship,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-ship/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-ship/SKILL.md,24,cf650fa1c582a8a9740a1638398385171c27ccd995480955ea3bc703d3f13135
True,gsd-stats,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-stats/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-stats/SKILL.md,19,69b7631e5ada9d6211a74da2e32aee3eb89e6342e516ab565d434a2c91bca001
True,gsd-thread,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-thread/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-thread/SKILL.md,228,868ee415d366a4c7f37ff617a2a9977bf0254ba388e2a5f0b078f9790b725762
True,gsd-ui-phase,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-ui-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-ui-phase/SKILL.md,35,bc50837d86826cd77215f6e0cf974ba7cbe501c940d58d6b608740136f8f108c
True,gsd-ui-review,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-ui-review/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-ui-review/SKILL.md,33,32be49982c95830378df63334d454002206f169db183ec8d3f25ce7c647142ea
True,gsd-undo,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-undo/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-undo/SKILL.md,35,9093143874aeabc1b33520988f30783f54b212a82bce61663f949daaae3ed88a
True,gsd-update,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-update/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-update/SKILL.md,38,ecaf92cb16e9dacf08b39d9cbd9a0c06ba61262461fa5c064216caf139af2bad
True,gsd-validate-phase,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-validate-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-validate-phase/SKILL.md,36,3036e43809c3ad5d202a1ace6b01bb10cdff6f6434668bcc78b6b0e4bb1241c9
True,gsd-verifier,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/agents/verifier/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/agents/verifier/SKILL.md,663,30253008be3666cd985282c3f30e21ad339f0cc1596b2403c7f0fca00e4641ba
True,gsd-verify-work,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-verify-work/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-verify-work/SKILL.md,39,011271df32c921e852f7ef140ceee13bd84b64a0e0329783eb078a18b8bb06f1
True,gsd-workstreams,agents,Retire,Unused workflow,You report no recent GSD use. Keep available only if a future project explicitly chooses GSD; preserve its runtime and project history during initial deactivation.,/Users/wulymammoth/.agents/skills/gsd-workstreams/SKILL.md,/Users/wulymammoth/.agents/skills/gsd-workstreams/SKILL.md,70,e60730d0a7249308de4397d237a8c1e0e2b488f1d29c7ccbf18d9c576498bcf6
True,gsd:add-phase,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/add-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/add-phase/SKILL.md,26,fd943d38ac3ccb68c5e4500e0f2fc08d0d5f56d4b2b76b099737e330d9f60045
True,gsd:add-todo,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/add-todo/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/add-todo/SKILL.md,26,f4676f7be9a0ce0b2c481cf421476fcd438299a8c25b4c5e3b91c5cdf85fbb7d
True,gsd:audit-milestone,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/audit-milestone/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/audit-milestone/SKILL.md,27,96543112a874b19f789c22c6fbbcfaeaa76d4b20a7984f233e75c24a1ac068c7
True,gsd:check-todos,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/check-todos/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/check-todos/SKILL.md,26,891c7910e3000d10b782a5effa3fb9870684ffa5f913f0f93181760d600cb588
True,gsd:complete-checkpoint,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/complete-checkpoint/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/complete-checkpoint/SKILL.md,28,859c79e458b500cc53e216d67e60ff491d8ae310ca3b72c61fe3308f3a722b64
True,gsd:complete-milestone,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/complete-milestone/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/complete-milestone/SKILL.md,26,650a66ef1f35d943e5bc61bbd5dd50be1d2ee2f2af0ad61303e4e4b368bafab5
True,gsd:continue-phase,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/continue-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/continue-phase/SKILL.md,28,3fe50bbff32170947cae96aba766a48f45768963d1f5f15ad06d8fc41fb18794
True,gsd:create-checkpoint,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/create-checkpoint/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/create-checkpoint/SKILL.md,30,11b59ee8124ecc6acc6471efa6b3944396f7507a782c5b35a3c23c52d1817e2f
True,gsd:debug,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/debug/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/debug/SKILL.md,42,4d9f79ab922349f87f2d33fa7eda3dab9bcbd3b88d7fc067f05846937ccbd991
True,gsd:discuss-phase,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/discuss-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/discuss-phase/SKILL.md,28,9538e81b2c7fe3a902cb295f4f4035a7f3a8a89dada5faba58afdfee67a5ad2c
True,gsd:execute-phase,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/execute-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/execute-phase/SKILL.md,48,2f955467b15ec672f8ca07d3b02beeb6b41503ecd111227e18d2dbbcf547fa47
True,gsd:help,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/help/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/help/SKILL.md,26,23f4c0ca568ae8844dd72d081477cc53ddf486bd391fd8120324aff971b00cf3
True,gsd:init-repo,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/init-repo/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/init-repo/SKILL.md,33,df07678554d8fa923d0b1cc70ba513036e73853df5fe3f703e0be5a0e467ab2b
True,gsd:insert-phase,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/insert-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/insert-phase/SKILL.md,26,ff046344cb8254929d642088a9df3358569aa0fa697afa2c28bfba2ee472460d
True,gsd:integrate,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/integrate/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/integrate/SKILL.md,28,f028f4201afd80669e5c78938dd91b3ad893c0149177497a849c04d21d6e443b
True,gsd:list-phase-assumptions,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/list-phase-assumptions/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/list-phase-assumptions/SKILL.md,26,5f91b240cc0efd50bc5dab4f2dd9c131b9a6e78d0d750d3c56cfa4df21f4b43a
True,gsd:map-codebase,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/map-codebase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/map-codebase/SKILL.md,37,24b1d5261db9c4eb80506b9eadad50b8c28d856adccc2d3e0e5182008621ce1e
True,gsd:new-milestone,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/new-milestone/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/new-milestone/SKILL.md,26,75f5e8ca6a7d3f7402fd1fd776817fc2431c757858a67a85becf3cdb4f004ddb
True,gsd:new-project,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/new-project/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/new-project/SKILL.md,274,71b7a3d5c399185a80c2e02bd0d1ab11a8831dd23cc0cc275b55b390c2c07270
True,gsd:pause-work,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/pause-work/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/pause-work/SKILL.md,26,73ad9e8c3f032b805c9b5c0e9911279f87dd9e6f44b9121541a6767c716f864f
True,gsd:plan-milestone-gaps,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/plan-milestone-gaps/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/plan-milestone-gaps/SKILL.md,26,1834b2a59de4638ed5f09db59849a0fc123cdb260c7dc85f9e6ddfb067eeab82
True,gsd:plan-phase,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/plan-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/plan-phase/SKILL.md,39,cd94eaf17a5ca0e788bcf68b0b4a52a0f52301f0c4613b9eeb8d2f4c62250ec1
True,gsd:progress,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/progress/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/progress/SKILL.md,26,19da1128376059badd938b4a1aa6e45c7506bf850ab866867194529cf018b861
